slick_id,mmsi,first_seen,last_seen,observations,vessel_name,imo,vessel_type
sentinel_291,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_291,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_291,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_291,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_291,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_291,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_295,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_295,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_295,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_295,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_295,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_295,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_295,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_295,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_295,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_295,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_295,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_295,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_295,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_295,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_296,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_296,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_296,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_296,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_296,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_296,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_296,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_296,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_296,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_296,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_296,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_296,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_296,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_296,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_299,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_299,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_299,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_299,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_299,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_299,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_299,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_299,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_299,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_299,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_299,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_299,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_299,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_299,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_306,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:27:15+00:00,10,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_306,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_306,250916077,2026-09-03 23:32:37+00:00,2026-09-04 00:18:19+00:00,16,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_306,274992570,2026-09-04 01:20:41+00:00,2026-09-04 04:44:33+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_306,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:13:08+00:00,5,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_306,368688902,2026-09-03 23:54:19+00:00,2026-09-04 01:21:19+00:00,30,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_306,439670711,2026-09-04 02:13:46+00:00,2026-09-04 04:57:01+00:00,52,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_306,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:02:19+00:00,16,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_306,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:20:11+00:00,9,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_306,569749767,2026-09-03 23:00:00+00:00,2026-09-03 23:34:25+00:00,13,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_306,663550988,2026-09-04 03:44:33+00:00,2026-09-04 10:56:21+00:00,148,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_306,697169479,2026-09-03 23:36:31+00:00,2026-09-04 03:16:00+00:00,74,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_306,730915077,2026-09-03 23:00:00+00:00,2026-09-04 00:31:51+00:00,33,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_306,790077090,2026-09-04 00:34:53+00:00,2026-09-04 03:10:51+00:00,49,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_32,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_32,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_32,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_32,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_32,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_32,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_32,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_32,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_32,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_32,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_32,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_32,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_32,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_32,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_321,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_321,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_321,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_321,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_321,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_321,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_321,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_321,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_321,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_321,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_321,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_321,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_321,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_321,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_322,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:28:15+00:00,11,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_322,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_322,250916077,2026-09-03 23:32:37+00:00,2026-09-04 00:18:19+00:00,16,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_322,274992570,2026-09-04 01:24:36+00:00,2026-09-04 04:39:17+00:00,64,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_322,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:13:08+00:00,5,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_322,368688902,2026-09-03 23:54:19+00:00,2026-09-04 01:18:48+00:00,29,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_322,439670711,2026-09-04 02:11:38+00:00,2026-09-04 04:57:01+00:00,53,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_322,490612805,2026-09-03 23:09:11+00:00,2026-09-03 23:58:38+00:00,16,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_322,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:20:11+00:00,9,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_322,569749767,2026-09-03 23:00:00+00:00,2026-09-03 23:30:46+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_322,663550988,2026-09-04 03:39:51+00:00,2026-09-04 10:56:21+00:00,149,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_322,697169479,2026-09-03 23:34:28+00:00,2026-09-04 03:17:49+00:00,76,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_322,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_322,790077090,2026-09-04 00:33:27+00:00,2026-09-04 03:10:51+00:00,50,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_339,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:27:15+00:00,10,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_339,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:08:38+00:00,25,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_339,250916077,2026-09-03 23:32:37+00:00,2026-09-04 00:18:19+00:00,16,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_339,274992570,2026-09-04 01:24:36+00:00,2026-09-04 04:44:33+00:00,66,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_339,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:13:08+00:00,5,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_339,368688902,2026-09-03 23:54:19+00:00,2026-09-04 01:21:19+00:00,30,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_339,439670711,2026-09-04 02:13:46+00:00,2026-09-04 04:57:01+00:00,52,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_339,490612805,2026-09-03 23:09:11+00:00,2026-09-03 23:58:38+00:00,16,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_339,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:20:11+00:00,9,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_339,569749767,2026-09-03 23:00:00+00:00,2026-09-03 23:34:25+00:00,13,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_339,663550988,2026-09-04 03:44:33+00:00,2026-09-04 10:56:21+00:00,148,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_339,697169479,2026-09-03 23:36:31+00:00,2026-09-04 03:17:49+00:00,75,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_339,730915077,2026-09-03 23:00:00+00:00,2026-09-04 00:31:51+00:00,33,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_339,790077090,2026-09-04 00:33:27+00:00,2026-09-04 03:09:00+00:00,49,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_35,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:27:15+00:00,10,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_35,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_35,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:18:19+00:00,17,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_35,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:39:17+00:00,66,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_35,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_35,368688902,2026-09-03 23:54:19+00:00,2026-09-04 01:21:19+00:00,30,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_35,439670711,2026-09-04 02:13:46+00:00,2026-09-04 05:02:53+00:00,54,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_35,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_35,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:20:11+00:00,9,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_35,569749767,2026-09-03 23:00:00+00:00,2026-09-03 23:30:46+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_35,663550988,2026-09-04 03:44:33+00:00,2026-09-04 10:56:21+00:00,148,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_35,697169479,2026-09-03 23:36:31+00:00,2026-09-04 03:10:39+00:00,72,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_35,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:29:53+00:00,30,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_35,790077090,2026-09-04 00:37:52+00:00,2026-09-04 03:09:00+00:00,47,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_354,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_354,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_354,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_354,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_354,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_354,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_354,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_354,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_354,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_354,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_354,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_354,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_354,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_354,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_36,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_36,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_36,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_36,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_36,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_36,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_36,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_36,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_36,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_36,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_36,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_36,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_36,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_36,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_365,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_365,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_365,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_365,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_365,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_365,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_365,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_365,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_365,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_365,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_365,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_365,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
sentinel_365,730915077,2026-09-03 23:04:52+00:00,2026-09-04 00:31:51+00:00,31,SY KONKAN TRADER_11,IMO2293159,Cargo
sentinel_365,790077090,2026-09-04 00:34:53+00:00,2026-09-04 02:59:19+00:00,45,SY COASTAL PEARL_51,IMO8387790,Tanker
sentinel_367,209053121,2026-09-03 23:00:00+00:00,2026-09-03 23:23:32+00:00,9,FV WESTERN STAR_38,IMO3093190,Passenger
sentinel_367,218087708,2026-09-03 23:00:00+00:00,2026-09-04 00:04:45+00:00,24,MT ARABIAN KNIGHT_62,IMO8890587,Tanker
sentinel_367,250916077,2026-09-03 23:28:15+00:00,2026-09-04 00:11:19+00:00,15,MT MUMBAI EXPRESS_67,IMO5553736,Passenger
sentinel_367,274992570,2026-09-04 01:17:37+00:00,2026-09-04 04:41:41+00:00,67,FV MUMBAI EXPRESS_19,IMO1115482,Fishing
sentinel_367,285514406,2026-09-03 23:00:00+00:00,2026-09-03 23:17:58+00:00,6,MT SEA HORIZON_25,IMO1258768,Passenger
sentinel_367,368688902,2026-09-04 00:02:47+00:00,2026-09-04 01:21:19+00:00,26,MT MUMBAI EXPRESS_99,IMO1898516,Cargo
sentinel_367,439670711,2026-09-04 02:21:55+00:00,2026-09-04 04:59:35+00:00,51,MV MUMBAI EXPRESS_14,IMO3341057,Tanker
sentinel_367,490612805,2026-09-03 23:14:03+00:00,2026-09-04 00:04:48+00:00,17,SY ARABIAN KNIGHT_48,IMO4773549,Tanker
sentinel_367,499317479,2026-09-03 23:00:00+00:00,2026-09-03 23:16:12+00:00,7,MV COASTAL PEARL_63,IMO4547081,Cargo
sentinel_367,569749767,2026-09-03 23:01:24+00:00,2026-09-03 23:33:21+00:00,11,MT MALABAR QUEEN_99,IMO7679508,Container Ship
sentinel_367,663550988,2026-09-04 03:56:55+00:00,2026-09-04 10:56:21+00:00,144,FV MUMBAI EXPRESS_65,IMO7614724,Fishing
sentinel_367,697169479,2026-09-03 23:45:24+00:00,2026-09-04 03:16:00+00:00,71,MT MUMBAI EXPRESS_41,IMO1966769,Fishing
